file_name,category,confidence,file_size,file_path,notes
connaught apportionment.xlsx,other,0.0,0,,
ACCOUNTS - YE 31.03.21 - Service Charge Accounts.pdf,other,0.0,0,,
Connaught Square Budget 2025-6 Draft.xlsx,other,0.0,0,,
Connaught Square Budget 2025-Final.pdf,other,0.0,0,,
Connaught Square Budget 2025-Final.xlsx,other,0.0,0,,
ACCOUNTS - YE 31.03.21 - Service Charge Accounts.pdf,other,0.0,0,,
Connaught Square YE 24 Accounts.pdf,other,0.0,0,,
2024 Directors Meeting-Notes.docx,compliance,0.0,0,,
Fire Door (Communal) Inspection (11m +) (7).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (13).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (18).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (14).pdf,compliance,0.0,0,,
EICR Cuanku 32-34 conaught square.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (15).pdf,compliance,0.0,0,,
221037_Fra1-L-394697-071223 32-34 Connaught Square_2024-01-02_163759 (1).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (19).pdf,compliance,0.0,0,,
001132-3234-Connaught-Square-London.pdf,compliance,0.0,0,,
221038_Hsra1-L-394697-071223 32-34 Connaught Square_2024-01-02_163759 (1).pdf,compliance,0.0,0,,
TETRA - Asbestos Re-Inspection Survey 14.06.22.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (16).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (17).pdf,compliance,0.0,0,,
WHM Legionella Risk Assessment 07.06.22.pdf,compliance,0.0,0,,
EICR Report Cunaku SATISFACTORY 2023 .pdf,compliance,0.0,0,,
2024 Directors Meeting-Notes.docx,compliance,0.0,0,,
001457-3234-Connaught-Square-London Certificate.pdf,compliance,0.0,0,,
TC0001V31 General Terms and Conditions.pdf,compliance,0.0,0,,
Jobcard_For_Job_No_28992_24-01-2025_1545.pdf,compliance,0.0,0,,
Connaught Square (32-34) - 09.12.24 LRA.pdf,compliance,0.0,0,,
SC Certificate - 10072023.pdf,compliance,0.0,0,,
Fire Door (Communal) Inspection (11m +) (7).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (13).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (18).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (14).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (15).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (19).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (16).pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) (17).pdf,compliance,0.0,0,,
221037_Fra1-L-394697-071223 32-34 Connaught Square_2024-01-02_163759.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) - 2024-01-24T120747.552.pdf,compliance,0.0,0,,
Connaught Square (32-34) - 15.11.23 (886) wa.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) - 2024-01-24T120745.875.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) - 2024-01-24T120746.424.pdf,compliance,0.0,0,,
Fire Door (Communal) Inspection (11m +) - 2024-01-24T120743.986.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) - 2024-01-24T120744.738.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) - 2024-01-24T120747.015.pdf,compliance,0.0,0,,
221038_Hsra1-L-394697-071223 32-34 Connaught Square_2024-01-02_163759.pdf,compliance,0.0,0,,
Fire Door (Flats) Inspection (11m +) - 2024-01-24T120745.174.pdf,compliance,0.0,0,,
Hsfra1-L-422971-210225 32-34 Connaught Square.pdf,compliance,0.0,0,,
Hsfra1-L-422971-210225 32-34 Connaught Square.docx,compliance,0.0,0,,
221037_Fra1-L-394697-071223 32-34 Connaught Square_2024-01-02_163759 (1).pdf,compliance,0.0,0,,
221038_Hsra1-L-394697-071223 32-34 Connaught Square_2024-01-02_163759 (1).pdf,compliance,0.0,0,,
FRA-Connaught Square Reccommendations.xlsx,compliance,0.0,0,,
001534-3234-Connaught-Square-London.pdf,compliance,0.0,0,,
C1047 - Job card.pdf,compliance,0.0,0,,
WHM Legionella Risk Assessment 09.12.25.pdf,compliance,0.0,0,,
WHM Legionella Risk Assessment 07.06.22.pdf,compliance,0.0,0,,
Connaught Square (32-34) - 29.05.25 (201) wa.pdf,compliance,0.0,0,,
EICR Cuanku 32-34 conaught square.pdf,compliance,0.0,0,,
EICR Report Cunaku SATISFACTORY 2023 .pdf,compliance,0.0,0,,
001132-3234-Connaught-Square-London.pdf,compliance,0.0,0,,
001534-3234-Connaught-Square-London.pdf,compliance,0.0,0,,
FINAL L-432900 32-34 Connaught Square Management Survey Report Issue 1.pdf,compliance,0.0,0,,
TETRA - Asbestos Re-Inspection Survey 14.06.22.pdf,compliance,0.0,0,,
British Gas Invoice-862451083.pdf,other,0.0,0,,
Signed 2025 Connaught Square Management Agreement.docx.pdf,other,0.0,0,,
Connaught Square Management Agreement.docx,other,0.0,0,,
2025 Connaught Square Management Agreement.docx,other,0.0,0,,
Signed Connaught Square Management Agreement.pdf,other,0.0,0,,
Contractors list.xlsx,other,0.0,0,,
Contractors list.xlsx,other,0.0,0,,
EMERGENCY CALL OUT DETAILS 2024.pdf,other,0.0,0,,
CM434.PRO 2024-2025.pdf,other,0.0,0,,
CM434.PRO.pdf,other,0.0,0,,
Gas Contract 24-5.pdf,other,0.0,0,,
Contract_10-03-2025.pdf,other,0.0,0,,
Gas Contract 25-26.pdf,other,0.0,0,,
Welcome Letter - CG1885574.pdf,other,0.0,0,,
Job 67141.pdf,other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 19.05.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 22.03.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 26.06.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 19.05.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 22.03.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 26.06.23.pdf",other,0.0,0,,
Jobcard_For_Job_No_27067_07-10-2024_1147.pdf,other,0.0,0,,
Jobcard_For_Job_No_19665_28-03-2024_0936.pdf,other,0.0,0,,
Jobcard_For_Job_No_22634_03-07-2024_1649.pdf,other,0.0,0,,
Jobcard_For_Job_No_25732_03-10-2024_1337.pdf,other,0.0,0,,
Lift Contract-Jacksons lift.pdf,other,0.0,0,,
JLGCalloutVisit-5455045-12-07-2024.pdf,other,0.0,0,,
JLGCalloutVisit-5483206-26-10-2024.pdf,other,0.0,0,,
JLGCalloutVisit-5498439-16-12-2024.pdf,other,0.0,0,,
JLGCalloutVisit-5455462-16-07-2024.pdf,other,0.0,0,,
JLGCalloutVisit-5497480-13-12-2024.pdf,other,0.0,0,,
Engineering Report - 32-34 CONNAUGHT SQUARE.pdf,other,0.0,0,,
Arch Directors and Officers Liability Insurance for Residents Associations (12.22).pdf,other,0.0,0,,
StG_Policy Wording_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
Fire Extinguisher Signed Contract- Connaught Square.pdf,compliance,0.0,0,,
Q51691 - 32-34 Connaught Square Contract.pdf,other,0.0,0,,
Engineering Report - 32-34 CONNAUGHT SQUARE.pdf,other,0.0,0,,
Fire Alarm+Emergency Lighting Signed Contract-3234 Connaught Square.pdf,compliance,0.0,0,,
Fire Alarm+Emergency Lighting Contract Connaught Square.pdf,compliance,0.0,0,,
BT3205 03072025.pdf,other,0.0,0,,
FA7817 SERVICE 08042025.pdf,other,0.0,0,,
Engineer Report - 32-34 Connaught Square Flat 5.pdf,other,0.0,0,,
Engineering Report - 32-34 CONNAUGHT SQUARE.pdf,other,0.0,0,,
Jobcard_For_Job_No_22171_14-05-2024_1202.pdf,other,0.0,0,,
British Gas Invoice-862451083.pdf,other,0.0,0,,
MT8825 03072025.pdf,other,0.0,0,,
January Monthly Test For EL-Connaught Square.pdf,other,0.0,0,,
February Monthly Test For EL-Connaught Square.pdf,other,0.0,0,,
External Decorations SOI - 28042025.docx,major_works,0.0,0,,
External Dec SOE 03072025.docx,major_works,0.0,0,,
Notice of intention for lift.docx,major_works,0.0,0,,
Connaught Square (32-34) - 09.12.24 Schematic.pdf,major_works,0.0,0,,
CGBI3964546XB6-Cunaku Construction Ltd-Business-Certificate of insurance.pdf,insurance,0.0,0,,
CGBI3964546XB7-Cunaku Construction Ltd-Business-Certificate of insurance.pdf,insurance,0.0,0,,
Real Estate Insurance NTP (01.23).pdf,insurance,0.0,0,,
Real Estate Policy (01.23).pdf,insurance,0.0,0,,
Summary of Cover (01.23).pdf,insurance,0.0,0,,
2023 Allianz VOC - 32-34 Connuaght Square (Freehold) Limited.pdf,insurance,0.0,0,,
2023 Engineering Renewal Notice - 32 34 Connuaght Square (Freehold) Limited.pdf,other,0.0,0,,
32-34 Connaught Square Freehold Limited - Arch D&O Schedule.pdf,insurance,0.0,0,,
32-34 Connaught Sq Buildings Insurance 2023-2024.pdf,insurance,0.0,0,,
Policy Limits Document.pdf,insurance,0.0,0,,
Official Copy (Lease) 13.06.2003 - NGL823646-Flat 4.pdf,leases,0.0,0,,
Letter of Authority - Connaught Square.doc.pdf,other,0.0,0,,
Letter to report - Connaught Square.doc.pdf,other,0.0,0,,
Pricing Quote - 32_34 Connaught Square Freehold Ltd - 109 - Gas - 10.03.2025.pdf,other,0.0,0,,
Allianz - Lift Report 14.03.23.pdf,insurance,0.0,0,,
Allianz-Lift Report 18.03.2024.pdf,insurance,0.0,0,,
Allianz - Lift Report - 15.09.21.pdf,insurance,0.0,0,,
Allianz - Lift Report 27.09.23.pdf,insurance,0.0,0,,
Allianz - Lift Report 10.03.22.pdf,insurance,0.0,0,,
Allianz - Lift Report 09.09.22.pdf,insurance,0.0,0,,
LXBI3559280XB2-NEW STEP-Business-Certificate of insurance.pdf,insurance,0.0,0,,
2023 Allianz VOC - 32-34 Connuaght Square (Freehold) Limited.pdf,insurance,0.0,0,,
2023 Engineering Renewal Notice - 32 34 Connuaght Square (Freehold) Limited.pdf,other,0.0,0,,
MO - Policy Wording - NZ0411.pdf,insurance,0.0,0,,
Feature and Benefits of Allianz Engineering Inspection Service.pdf,insurance,0.0,0,,
StG_Insurer pack_32-34 Connaught Square Freehold Limited.pdf,insurance,0.0,0,,
StG_Statement of Facts_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Insurance Report_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Insurer pack_32-34 Connaught Square Freehold Limited.pdf,insurance,0.0,0,,
StG_Statement of Facts_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Insurance Report_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Invoice_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Certificate_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Insurer pack_32-34 Connaught Square Freehold Limited.pdf,insurance,0.0,0,,
StG_Statement of Fact_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Invoice_32-34 Connaught Square Freehold Limited.pdf,other,0.0,0,,
32-34 Connaught Square Freehold Limited - Arch D&O Schedule.pdf,insurance,0.0,0,,
StG_Certificate_32-34 Connaught Square Freehold Limited.pdf,insurance,0.0,0,,
StG_Policy Wording_32-34 Connaught Square Freehold Limited.pdf,insurance,0.0,0,,
StG_D&O Endorsements_32-34 Connaught Square Freehold Limited.pdf,insurance,0.0,0,,
StG_Demands & Needs_32-34 Connaught Square Freehold Limited.pdf,other,0.0,0,,
StG_Quote_32-34 Connaught Square Freehold Limited.pdf,other,0.0,0,,
StG_Insurance Report_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
FBR113382303-20230405-B.pdf,insurance,0.0,0,,
Real Estate Insurance NTP (01.23).pdf,insurance,0.0,0,,
Real Estate Policy (01.23).pdf,insurance,0.0,0,,
Summary of Cover (01.23).pdf,insurance,0.0,0,,
32-34 Connaught Sq Buildings Insurance 2023-2024.pdf,insurance,0.0,0,,
Policy Limits Document.pdf,insurance,0.0,0,,
Zurich Real Estate Policy Summary.pdf,insurance,0.0,0,,
Zurich Real Estate Policy Wording.pdf,insurance,0.0,0,,
Zurich Real Estate Insurance NTP (01.23) ZCYP895.02.pdf,insurance,0.0,0,,
StG_Invoice_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Certificate_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Supporting Docs_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Invoice_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Certificate_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Statement of Fact_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
StG_Invoice_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Statement of Fact_32-34 Connaught Square W2 2HL.pdf,insurance,0.0,0,,
Connaught Square New property information.xlsx,other,0.0,0,,
Connaught Square Meeting Minutes 2.docx,other,0.0,0,,
connaught.xlsx,other,0.0,0,,
matrix - pp.xlsx,other,0.0,0,,
12. Change of Tenancy - EDF supporting document.docx,other,0.0,0,,
Correspondence letter.pdf,other,0.0,0,,
tenant list - pp.xlsx,other,0.0,0,,
Report - 32-34 Connaught Square BCH 78350.pdf,other,0.0,0,,
Connaught Square Meeting Minutes 2.docx,other,0.0,0,,
Connaught Square Meeting Minutes 20241120.docx,other,0.0,0,,
Connaught Square Meeting Minutes.docx,other,0.0,0,,
Connaught Square Admin Duties of Co Sec.docx,other,0.0,0,,
Signed Connaught Square Admin Duties of Co Sec.pdf,other,0.0,0,,
32_34 CONNAUGHT SQUARE FREEHOLD LIMITED - Statutory Registers on 22.03.2024.pdf,other,0.0,0,,
Memorandum of Association.pdf,other,0.0,0,,
Incorporation documents.pdf,other,0.0,0,,
B25676 RS 21.05.24 RM CM.pdf,other,0.0,0,,
Report-20.08.2024.pdf,other,0.0,0,,
PN0119V1.7 Privacy Notice (Website).pdf,other,0.0,0,,
PN0119V1.8 Privacy Notice (Website).pdf,other,0.0,0,,
REPORT 31-07-25.pdf,other,0.0,0,,
32-34 Connought Square Condtion Assessments.pdf,other,0.0,0,,
Signed Conract.pdf,other,0.0,0,,
"BLENHEIMS, CONNAUGHT, W2 2HL PHOTO - 22.01.24.pdf",other,0.0,0,,
"BLENHEIMS, CONNAUGHT, W2 2HL PHOTO - 22.03.24.pdf",other,0.0,0,,
Latest Report.pdf,other,0.0,0,,
Latest Report 24.04.2024.pdf,other,0.0,0,,
Latest Report 19.09.2024.pdf,other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 25.09.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL PHOTO - 29.11.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL PHOTO - 18.12.23.pdf",other,0.0,0,,
"BLENHEIMS, CONNAUGHT, W2 2HL PHOTO - 23.02.24.pdf",other,0.0,0,,
10.02.25-Pest Control.pdf,other,0.0,0,,
Latest Report.pdf,other,0.0,0,,
17.01.2025-Pest Control.pdf,other,0.0,0,,
"J18503 - MIH, CONNAUGHT SQR, W2 - 04.04.25.pdf",other,0.0,0,,
"J18502 - MIH, CONNAUGHT SQR, W2 - 04.04.25.pdf",other,0.0,0,,
"BLENHEIMS, CONNAUGHT, W2 2HL PHOTO - 22.01.24.pdf",other,0.0,0,,
"BLENHEIMS, CONNAUGHT, W2 2HL PHOTO - 22.03.24.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL - 25.09.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL PHOTO - 29.11.23.pdf",other,0.0,0,,
"BLENHEIMS, 32-34 CONNAUGHT, W2 2HL PHOTO - 18.12.23.pdf",other,0.0,0,,
"BLENHEIMS, CONNAUGHT, W2 2HL PHOTO - 23.02.24.pdf",other,0.0,0,,
INV 11546 Mr Martin Samworth.xlsx,other,0.0,0,,
QB4126 Mr Martin Samworth.docx,other,0.0,0,,
CQ2879 Mr Martin Samworth   (IP) CCTV.docx,other,0.0,0,,
Asset_Record_For_Job_No_32810_17-03-2025_1311.pdf,other,0.0,0,,
Asset_Record_For_Job_No_32344_12-03-2025_1426.pdf,other,0.0,0,,
Asset_Record_For_Job_No_37675_25-07-2025_1549.pdf,other,0.0,0,,
Asset_Record_For_Job_No_34012_01-05-2025_1616.pdf,other,0.0,0,,
Asset_Record_For_Job_No_32759_17-03-2025_1147.pdf,other,0.0,0,,
Jobcard_For_Job_No_32344_12-03-2025_1426.pdf,other,0.0,0,,
Asset_Record_For_Job_No_33844_07-04-2025_1143.pdf,other,0.0,0,,
Asset_Record_For_Job_No_25732_03-10-2024_1337.pdf,other,0.0,0,,
Asset_Record_For_Job_No_22634_03-07-2024_1650.pdf,other,0.0,0,,
Asset_Record_For_Job_No_27067_07-10-2024_1147.pdf,other,0.0,0,,
Asset_Record_For_Job_No_19665_05-04-2024_1048.pdf,other,0.0,0,,
Connaught Square-Lift Quotes.xlsx,other,0.0,0,,
LXBI3559280XB2-NEW STEP-Business-Certificate of el insurance.pdf,other,0.0,0,,
New Step - Cleaning of Com Part- Jan- 2023.pdf,other,0.0,0,,
Aged debtors by property.pdf,other,0.0,0,,
"Connaught Square, 32-34 Approved xlsx.xlsx",other,0.0,0,,
BvA 24 Jan 25.xlsx,other,0.0,0,,
pdf.pdf,other,0.0,0,,
Connaught Square-Agenda 20.11.24.docx,other,0.0,0,,
Connaught Square-Agenda 26.04.2024.docx,other,0.0,0,,
Connaught Square 26.04.24.docx,other,0.0,0,,
StG_Quote_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Policy Wording_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Quote_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
StG_Policy Wording_32-34 Connaught Square W2 2HL.pdf,other,0.0,0,,
Report - 32-34 Connaught Square BCH 78350.pdf,other,0.0,0,,
Asset_Record_For_Job_No_16617_27-11-2023_1522.pdf,other,0.0,0,,
Asset_Record_For_Job_No_16808_28-11-2023_1340.pdf,other,0.0,0,,
EX-NC (CONNAUGHT SQUARE) EXTRA 01102024.pdf,other,0.0,0,,
H&S recomendations - Spreadsheet with comments.xlsx,other,0.0,0,,
CM434 RS 32-34 Connaught Square - VISIT 1 OF 2 - 30-04-25.pdf,other,0.0,0,,
Q49511 - 32-34 Connaught Square.pdf,other,0.0,0,,
FA7817 CALL OUT 26032025.pdf,other,0.0,0,,
32 Connaught Sq - PAT .pdf,other,0.0,0,,
Asset_Record_For_Job_No_35146_03-06-2025_0906.pdf,other,0.0,0,,
Asset_Record_For_Job_No_31162_30-01-2025_1603.pdf,other,0.0,0,,
Asset_Record_For_Job_No_37675_25-07-2025_1549.pdf,other,0.0,0,,
Asset_Record_For_Job_No_28737_25-11-2024_0907.pdf,other,0.0,0,,
Asset_Record_For_Job_No_35402_03-06-2025_0916.pdf,other,0.0,0,,
Asset_Record_For_Job_No_22171_14-05-2024_1202.pdf,other,0.0,0,,
Asset_Record_For_Job_No_35654_03-06-2025_0912.pdf,other,0.0,0,,
Asset_Record_For_Job_No_38609_26-08-2025_0740.pdf,other,0.0,0,,
Asset_Record_For_Job_No_36465_20-06-2025_1038.pdf,other,0.0,0,,
26368 Report.pdf,other,0.0,0,,
26474 Report.pdf,other,0.0,0,,
